club,elo_ranking_club,elo
PAEEK Kyrenia,,1576.4942071319915
PASA Irodotos,,1559.9513275851807
AO Chania Kissamikos,,1508.6429445317783
Hercules CF,,1520.139899639729
Real Madryt,,1505.9797978220975
Nyiregyhaza Spartacus,,1657.8280493157276
Sepsi OSK Sf. Gheorghe II,,1539.3446620589855
Dundee United FC,,1566.759893733375
MC Alger,,1564.2836777035957
CS Constantine,,1542.5384057268816
Team Ticino U21,,1565.449383987478
Panserraikos,,1613.6044964161717
AO Xanthi,,1522.369768451036
PAOK Thessaloniki U20,,1563.6510482283961
Montana,,1578.3070182536433
AFK Csikszereda Miercurea Ciuc,,1523.5671073085248
Kaposvari Rakoczi FC,,1537.1741999437918
Budafoki MTE,,1502.6047573923693
B SAD,,1513.7938859048777
Al-Ettifaq FC,,1602.1231688717594
Gondomar SC,,1543.7944113631734
Terrassa FC,,1625.4106759478636
NK Dekani,,1528.4320802189488
SV Stripfing,,1660.326448939857
Rot-Weiss Oberhausen U19,,1667.9228882586253
NK Medjimurje Cakovec,,1685.9788629581767
Swift Hesperange,1088.94299316,1560.370686336368
Shaanxi Chang'an Athletic,,1560.9797538630137
FC Twente Enschede U19,,1573.8031167553218
RKVV Westlandia,,1677.2914551529364
Arminia Bielefeld,,1564.8026150430633
Feyenoord/Excelsior U19,,1539.8835403470105
Aqvital FC Csakvar,,1595.1015075475602
Mamelodi Sundowns FC,,1591.7565169846448
Gefle IF,,1567.2862158519254
Osters IF,,1600.4364128513523
Ljungskile SK,,1622.5812598924003
FC Vaduz,,1563.0520590027888
FC Wohlen,,1658.5174786331477
FC Basel 1893 U21,,1641.9756828326322
FC Locarno,,1646.3493938242843
CS Otopeni,,1560.3676776733657
Atletico Saguntino,,1681.2806493887822
Gloria 2018 Bistrita-Nasaud,,1605.9450595288513
FC Voluntari II,,1574.6431182696463
ACS Energeticianul,,1666.5252368206102
Kuban Krasnodar (-2018),,1697.0845268170888
West Bromwich Albion,,1671.2335697614312
FA Illkirch Graffenstaden,,1581.2514948386918
NA Hussein Dey,,1618.688841622772
Royal Boussu Dour Borinage,,1576.951736200412
Dnipro Dniepropetrowsk  (-2020),,1645.2705844583425
FC Clivense SM,,1541.3870451347852
NK Aluminij Kidricevo,,1523.405622274232
CSM Scolar Resita,,1689.0243052959484
Villefranche Saint-Jean Beaulieu FC,,1504.0555239106602
Le Havre AC,,1604.637173129874
OGC Nice,,2184.1
FK Kukesi,,1663.7911037637118
UD Salamanca,,1608.7119362753997
Deportivo Alaves,,1629.1171233295565
SC Beira-Mar,,1572.4276162555416
Olimpic Zarnesti,,1532.4700907465062
Dunarea 2020 Giurgiu,,1593.684144219202
Al-Markhiya SC,,1594.8137368234352
Matsumoto Yamaga,,1563.7210963577386
Najran SC,,1622.749533123242
Al-Ahli SFC,,1581.684233478463
Agricola Borcea,,1601.7190791991507
CS Stefanesti,,1566.8264809501936
NK Rudes,,1547.9681432259085
Kaspiy Aktau,,1514.0177987288498
NK Zadar,,1549.3666220181085
ACS Poli Timisoara U19 (2012 - 2021),,1631.4241723185635
Al-Taawoun FC,,1630.1124722139252
FC Gloria Buzau,,1650.9048845746456
SV Ried,,1508.4334700945362
SV Mattersburg,,1549.9294916484498
ATSV Stadl-Paura,,1515.4821693336517
Arandina CF,,1557.4625131052787
UD San Fernando,,1596.8236363749584
AP Brera,,1525.5162399931692
FC Shkupi,,1575.7921600910124
Rabotnicki Skopje,,1513.5261947557453
Metalurg Skopje,,1520.7165625635582
Suzhou Dongwu,,1552.7159116048103
Gzira United FC,,1639.8746590581559
Star Sport Arges,,1530.3738726581178
Academica Clinceni II (- 2022),,1648.7698405622089
FK Zvijezda 09,,1626.3150646594077
Ehime FC,,1658.1905273123962
SV Kapfenberg,,1586.8178413770543
Gostivar,,1635.2639176897128
Akzajyk Oral,,1505.5097562568362
Sport Club Popesti Leordeni,,1633.1293541808336
FC Ararat-Armenia ,,1541.0471026645505
Bregalnica Stip,,1562.195091867972
Astra II Giurgiu,,1660.3386257881791
Gyirmot FC Gyor,,1574.6212107400172
LB Chateauroux,,1617.797970466637
Spartak Nalchik,,1524.699152891096
Sibir Novosibirsk (- 2019),,1649.1756556223722
Ceahlaul Piatra Neamt,,1549.3243135430307
Giresunspor,1279.8671875,1622.3078828199546
Tianjin Teda,,1662.798976710445
Novara Calcio 1908,,1645.06571666713
Novara Primavera,,1693.130078257718
FC Lamezia Terme,,1684.35778624747
Sevilla FC,,2129.19
Rakovski 2011,,1668.7477975122652
Spartak Varna,,1632.1662525890504
VfR Aalen,,1622.1460352391614
Pirin Blagoevgrad,,1669.8331013381292
Chernomorets 1919 Burgas,,1639.6552632942435
SS Turris Calcio,,1514.550058993347
Universitatea Cluj U19,,1545.5657564413698
Al-Taraji Club,,1693.6874577912017
Fidelis Andria,,1557.21453801606
Club Atletico Gimnasia y Esgrima (Jujuy),,1667.653205940468
Argentinos Juniors,,1612.977946225012
CA San Martin (San Juan),,1546.8756694412414
FC International Curtea de Arges,,1613.4055180389257
Khazar Lankaran (- 2016),,1698.3231919305672
CS Dacia Mioveni,,1556.411655081439
KV Kortrijk,,1592.0180285116078
Albissola 2010,,1657.533420415964
Politehnica Timisoara (- 2012),,1693.8268073124864
AC Nardo,,1663.4693283874906
US Bitonto Calcio,,1551.3450449979155
Teleajenul Valenii de Munte,,1541.7647533522088
Sporting Kansas City,,1614.7732314308373
CSU Vointa Sibiu ( - 2012),,1649.4480474019056
Pendikspor,,1526.3569038590804
SSV Jahn Regensburg,,1699.9539713770087
SC Wiedenbruck,,1686.823743975212
1.FC Koln II,,1541.1667658992485
Gloria Lunca-Teuz Cermei,,1592.537043573512
CS Avantul Periam,,1648.3234970490012
FK Maktaaral,,1520.8396363302406
Manisaspor,,1568.5682368332662
Excelsior Rotterdam,,1693.7407196778656
Helmond Sport,,1626.3591604175936
Rio Ave FC,,1649.0583062942512
KF Vllaznia,,1637.582727669663
Atletico Madryt,,1531.2321021751873
SCM Gloria Buzau,,1677.6521520904282
CS Corvinul 1921 Hunedoara,,1630.9800654694352
Guaratingueta Futebol Ltda. (SP),,1520.253541811789
Panegialios GS,,1662.9657849408013
Volgar Astrakhan,,1679.1856252386233
Fakel Voronezh,,1644.1335247259083
Torpedo Moskau,,1521.3755670771152
PFK Tambov,,1501.532795877792
FK Tambov,,1504.0851715322597
Dinamo Bryansk,,1655.661791447329
FC Costuleni,,1688.2238834607274
AFC Unirea 1924 (- 2022),,1516.8763923969116
FK Trakai,,1541.2268475473538
NK Opatija,,1616.4509921438198
HNK Rijeka II,,1661.577765798659
KS Kastrioti,,1626.9000887324194
CS Soimii Lipova,,1683.1433510218817
UTA Arad U19,,1596.9742067953455
CS Lotus Baile Felix,,1537.000624541403
Akhisarspor,,1631.8462675025405
Elazigspor,,1654.5275575670719
Niki Volou,,1568.339352693598
Aerostar Bacau,,1676.9060247118982
CS Soimii Pancota (1938 - 2016),,1571.02801135191
Damila Maciuca,,1596.9280727403172
Orduspor,,1645.3812868776872
ACS SR Municipal Brasov,,1581.9503664069032
AFC Odorheiu Secuiesc,,1503.857501542611
Dacia Unirea Braila,,1662.4492771412008
Hapoel Jerusalem,1186.13476562,1695.4953136725364
SK Lisen,,1686.8455444383565
FC Fastav Zlin,,1676.003656108177
Tractor FC,,1580.451625865613
Irtysz Pawlodar,,1515.7512969346847
Pandurii Targu Jiu II (- 2022),,1593.3729964386116
LOSC Lille B,,1696.7982813719732
Paris FC,1472.28051758,1597.8882231578768
FC Bastia-Borgo,,1608.3577138340681
Vendsyssel FF,,1567.6059093101146
Hapoel Petah Tikva,,1628.3210704576727
Gaz Metan Medias II (- 2022),,1598.9831722743884
Gaz Metan Medias U19 (- 2022),,1515.047424159827
Buriram United,,1615.6730808835887
AS Cittadella,,1547.9314167932366
Nimes Olympique,,1542.7516788095895
Merelinense FC,,1571.813158667652
Ayutthaya United,,1694.7201275741377
Balzan FC,,1543.067143443409
Crawley Town,,1605.9348775911408
FC Felgueiras 1932,,1590.1465383247667
Spartak 2 Moskwa ,,1655.7551081990675
FK Bohemians Prag,,1657.618817459615
La Roche Vendee Football,,1570.2755558782708
Football Bourg-en-Bresse Peronnas 01,,1631.1290880480256
FCI Levadia,,1515.1999693670589
FK Oleksandriya,,1590.104940804729
Zarea Bielce,,1623.8951831600625
FC Tiraspol,,1648.6967985912197
Roberto Ziduri ,,1636.3606311288806
Club Atletico Atlanta,,1541.51441964977
Sliema Wanderers,,1516.5632829788922
Al-Ittihad Kalba SC,,1601.3673537369161
FC Arges Pitesti,,1697.0860354432284
Montreal Impact,,1573.1327082811315
SS Virtus Lanciano,,1533.8089897469952
Persepolis FC,,1621.842510310893
FC Jumilla (- 2019),,1686.829188276758
KFCO Beerschot Wilrijk,,1681.864686255465
Lierse SK (- 2018),,1511.2851253167792
Vointa Saelele,,1509.6318123604244
FC Pavia 1911,,1568.5858386018508
SV Horn,,1600.122083601418
KSK Lierse Kempenzonen,,1609.0571598588378
RC Hades,,1636.1696607503557
ACS Sirineasa,,1519.9135630537457
Flacara Horezu,,1664.732015554385
Bangkok United,,1518.629139804189
CS Maritimo M23 (-2023),,1681.8177374788522
Husana Husi (- 2022),,1676.2401502926796
Shanghai Shenhua,,1540.3766530471646
Atletico CP,,1625.222429956933
Palermo Primavera,,1653.2847632958378
CSM Vaslui,,1695.3150399533602
Juventus U23,,1501.5557409485673
Juventus Turyn,,1562.5049287743182
Juventus Primavera,,1656.5468096398147
CSM Lugoj,,1548.7755878547164
CSM Pascani,,1680.8448589109212
Vasas FC,,1556.058946440114
BSV Schwarz-Weiss Rehden,,1660.6619040771677
US Grosseto FC,,1519.640817661219
PS Kalamata,,1648.35037367182
FK Spartak Subotica,,1639.6521551471355
CS Viitorul Ianca,,1522.7420668192876
Ozana Targu Neamt,,1650.2556671862185
LPS Satu Mare,,1594.0821665729056
SC Telstar,,1549.8392969186266
SC Gjilani,,1504.190017752614
FC Haka,,1654.0078564248756
AE Karaiskakis Artas,,1617.9888116997931
Argentino Agropecuario,,1574.1295597740168
CA Barracas Central,,1541.6836814443805
Club Atletico Union,,1523.2427094816012
Club Olimpo,,1568.0140643276134
Atletico de Rafaela,,1581.35120445752
Club General Diaz de Luque,,1563.8429595304822
Alki Oroklini,,1677.6966947102935
Mineros de Guayana,,1643.8912293364408
CS Cartagines,,1567.567755901519
LD Alajuelense,,1532.7743352534012
CS Uruguay de Coronado,,1628.2040104073371
Deportivo Saprissa,,1558.374479676243
Dibba Al-Hisn,,1517.64874215571
AC Crema 1908,,1502.4265469857621
CS Herediano,,1619.4291350021197
Sandefjord Fotball,,1668.7154878516587
SK Brann,,1586.407346998354
Chaco For Ever,,1689.1043459867565
Club Deportivo Moron,,1627.7288396588283
Club Atletico Los Andes,,1614.4791426575416
FK Kozara Gradiska,,1651.9559744995272
Sogdiana Jizzakh,,1527.8841040911211
NK Travnik,,1582.9751725828892
AS Martina Franca,,1619.5569577097717
Politehnica Iasi,,1501.1337079560585
Politehnica Timisoara,,1630.2154972992432
SpVgg Unterhaching U19,,1555.7613231737525
Philadelphia Union,,1611.7827954829493
SV Wehen Wiesbaden,,1537.3695159263486
Borussia Monchengladbach,,1528.3759405217024
RasenBallsport Leipzig,,1557.6316673863093
Associacao Atletica Ponte Preta,,1539.7510183521038
VfB Stuttgart,,2403.35
PSV Eindhoven,,2304.8
1.FSV Mainz 05,,1528.259317545227
Olympique Lyon,,2135.68
SV Lafnitz,,1551.6039374484967
Wolfsberger AC,,1695.1572194802745
AS Monaco,,2218.91
FC Liverpool,,2548.55
SK Austria Karnten (-2010),,1679.884745361033
Grazer AK,,1670.0199113448573
GAK Akademie U19,,1619.0607707108188
Bethlehem Steel FC,,1686.9816383110365
TSG 1899 Hoffenheim,,1514.4370609270566
FC Basel 1893,,1543.8807307254617
Hertha BSC II,,1550.3154589548922
Hertha BSC U19,,1612.09376459859
ASK Schwadorf 1936,,1659.3444289451008
1.FC Magdeburg,,1577.8227587551764
FC Pasching,,1567.3974909299586
FC Gratkorn,,1581.6246091479572
First Vienna FC,,1528.1631269845511
Bayern Monachium U19,,1610.0924523005842
SK Austria Karnten II (-2010),,1577.6187221264638
SKU Amstetten,,1525.410009877657
ASKO Oedt,,1641.6238183651944
Heracles Almelo,,1581.6297514022472
FC Barcelona,,2347.18
SV Waldhof Mannheim,,1615.0610353153447
Orlando City SC,,1584.069667600298
Shimizu S-Pulse,,1652.5004479846689
DSV Leoben,,1518.556138042799
RasenBallsport Leipzig U19,,1668.9844803786075
USK Anif/Red Bull Juniors,,1542.1716787130645
FC Juniors OO,,1528.633446033874
Zorya Lugansk,,1670.6255072136444
Fortuna Dusseldorf II,,1547.9358103221587
SC Magna Wiener Neustadt,,1681.5857656111725
LASK Amateure OO,,1558.275781857062
Liaoning FC,,1593.0223068533326
Newcastle United Jets,,1541.8645291033017
Deportes Quindio,,1576.7410548445898
Club Boca Juniors de Cali,,1679.5897161458993
Young Violets Austria Wien,,1654.9947984908263
SPG FC Pasching/LASK Linz Juniors,,1568.4603011173995
Royal Antwerpia FC,,1568.7349871796384
Carlos A. Mannucci,,1649.983904379309
Deportivo Municipal,,1503.0638475126532
CD Union Comercio,,1685.7274002829733
Ankara Demirspor,,1554.8514687895513
Eskisehirspor,,1564.4236869167719
Eskisehirspor Mlodziez,,1593.5296920292685
Wurzburger Kickers,,1559.511555350561
SC Columbia Floridsdorf,,1573.532144747658
1.FSV Mainz 05 II,,1550.0262199715678
SV Mattersburg (-2020),,1511.2782111821111
Perth Glory,,1516.5352668812982
SK Sturm Graz II,,1699.2626733232048
ASV Siegendorf,,1691.3633537899016
WSG Wattens,,1599.8983898211657
Kitchee,,1685.7182032222968
Ankara Keciorengucu,,1501.0221067787325
FC Nizhniy Novgorod,,1695.200301992833
Cadiz CF Mirandilla,,1551.8594564437265
Swope Park Rangers,,1672.550628264341
FC Wacker Innsbruck II,,1508.8165789718737
1.FC Vocklabruck,,1550.098738317394
FC Fulham,,2237.94
FC Differdange 03,,1604.8137676073393
FC Midtjylland U19,,1578.9537717276
SV Lebring,,1563.3318034316917
AKA St. Polten U19,,1575.6967871553559
SK Austria Klagenfurt,,1593.8165678296327
FC Magna Wiener Neustadt,,1643.4019612689947
SV Oberwart,,1685.7710344870466
KF Erzeni,,1501.0621535798484
KF Drenica,,1534.0478501390267
FC Drita,,1623.4597218769375
FC Prishtina,,1534.9650435427861
Fatih Karagumruk,,1682.8194241840001
FC Admira Wacker Modling II,,1685.4300841897114
SV Allerheiligen,,1622.9790581963086
AKA St. Polten U18,,1694.9222424520483
US Cremonese,,1566.3875404121318
Dynamo Kijow II,,1569.8873130916177
Juventus Next Gen,,1539.9080834767933
AKA Red Bull Salzburg U18,,1559.6423897303953
Howerla-Zakarpattia Uzhorod,,1554.9071316973925
Sioni Bolnisi,,1541.7968789742977
FC Augsburg II,,1596.887535883969
Hapoel Hadera,,1568.1348310929598
Maccabi Tel Aviv,,1591.5755436986224
SR Donaufeld,,1510.6009115737156
Wolfsberger AC II,,1670.71029569645
Grazer AK 1902,,1639.5293056389532
Los Angeles Galaxy,,1640.6178706305748
NK Rudar Velenje,,1647.842051919186
Wiener Sport-Club,,1612.6704435222039
FC Schalke 04 II,,1527.8918442704899
FC Kufstein,,1509.1295771338296
SC Imst,,1612.7122523791718
SV Darmstadt 98,,1536.5766448704521
FC Sudtirol,,1593.7938025227577
AC Mantova,,1575.677929377314
FC Dornbirn,,1662.400461855409
Club de Gimnasia y Esgrima La Plata,,1532.9504926052398
FC Kitzbuhel,,1548.657640787566
Kremser SC,,1506.0961247676341
Waitakere United (2004 - 2021),,1671.4608884748393
SKN St. Polten Juniors,,1678.889704724078
TWL Elektra,,1571.5513997997477
FC Winterthur,,1640.7193755116036
FC Biel-Bienne 1896,,1519.8202188164041
KFC Uerdingen 05,,1556.1933763906147
Pecsi MFC,,1684.6800334259465
FC Wels,,1696.1717669176537
Real Sociedad B,,1532.2081257893124
Tulsa Roughnecks FC,,1525.9873744046774
North Texas SC,,1561.7945027676583
Sepahan FC,,1689.0776047567792
Saipa FC,,1563.0587830990007
Naft Teheran,,1510.5880179947828
Hapoel Ramat Gan,,1565.6489222219984
FC Marchfeld Donauauen,,1657.767158226788
Al-Najma SC,,1513.9125956653506
Kyoto Sanga,,1608.6012799785585
FC Zurich,,1569.606363854104
FC Lugano,,1644.4964529967651
ASV Drassburg,,1545.9037942819136
VfB Hallbergmoos,,1674.8265914020164
Hannover 96,,1519.0505530180108
AO Kavala,,1531.7214016742653
Skoda Xanthi,,1637.6131018275473
FCM Traiskirchen,,1539.8349002223904
SPG Wels,,1620.284617279924
FK Macva Sabac,,1555.3943641542803
Preussen Munster,,1539.604735273303
VfR Mannheim,,1669.1940202290425
SC Freiburg II,,1621.2869738709733
VfB Admira Wacker Modling,,1689.7329129383074
FC Rotenberg,,1650.6191349158096
AS Saint-Etienne,,1590.737404550905
SCR Altach Juniors,,1641.8542295173252
Bayer 04 Leverkusen II,,1596.869591389495
Yverdon Sport FC,,1541.7662567145253
SC Cham,,1693.6984406783931
Union Vocklamarkt,,1501.6768795843507
AKA Red Bull Salzburg U19,,1685.8589602307438
Medeama SC,,1697.7928524130807
Club Cienciano,,1580.5054320257777
Cusco FC,,1519.2345559359487
CD Universidad Catolica,,1656.5292945512058
Real Garcilaso,,1688.8405967028336
Qatar SC,,1565.5376242140594
LDU de Loja,,1694.364615895062
Estudiantes Tecos,,1649.9545476186868
CD Nublense,,1599.790746804588
Minnesota United FC,,1611.446232348509
Orgryte IS,,1694.3446796703156
Shenzhen FC,,1574.5687623821514
Lyn 1896 FK,,1676.4538824370243
FAC Team fur Wien,,1582.479128680852
Ilzer SV,,1561.9461174779165
Hatayspor,1420.72180176,1683.7421601796727
sc Heerenveen/Emmen II,,1627.4465190001752
Hobro IK,,1511.3865399565127
SV Kapfenberg II,,1625.411792754262
WSC Hertha Wels,,1503.8660291939407
TSV Hartberg II,,1501.8566428288166
Jammerbugt FC,,1650.1242608121784
FSA Austria Wien U19,,1678.205202991419
Gazisehir Gaziantep FK,,1670.6372643804436
Beerschot V.A.,,1619.6076364020141
WAC - St. Andra,,1577.3767008399545
Schwarz-Weiss Bregenz,,1603.7367805339143
Hacettepe Spor,,1610.9895441193091
Brisbane Roar,,1603.8748235764378
Borussia Monchengladbach II,,1515.0615974260766
Union Weisskirchen,,1655.4962469768254
LASK Juniors OO,,1568.8500208522953
FF Jaro,,1673.5822466465195
Jhapa FC,,1674.074933190396
FV Ravensburg,,1630.0103537744712
CD Coria,,1512.176489641344
UCAM Murcia B,,1571.3368632982917
FC Ryukyu,,1530.1659028649308
FC Ajka,,1610.6366067513106
Shanghai Port,,1630.15130216649
SK Maria Saal,,1631.7687429366435
Athletic Club,,1560.8360506926674
Red Bull Brasil (SP),,1586.0312942611868
Kozarmisleny FC,,1553.9579495516816
USK Anif,,1506.7314153263328
West African Football Academy,,1523.6460289637282
SC Neusiedl/See,,1533.916510525596
Central Espanol,,1523.1485255397408
IA Sud America ,,1548.4847140123663
Club Nacional B,,1511.0436271867072
FC Gagra,,1674.6243876076921
FC Locomotive Tbilisi,,1592.3906565440382
1.FC Rielasingen-Arlen,,1565.1979525390034
SV Leithaprodersdorf,,1610.5370537878605
FC Hegelmann,,1657.9834351044708
AKA Rapid Wien U18,,1669.4206378840554
NK Radomlje,,1528.5188064733868
Deutschlandsberger SC,,1638.2028009659775
FSV Zwickau,,1599.2729250478544
SC/ESV Parndorf,,1580.9008022047387
Rot-Weiss Essen,,1648.2986677943475
FK Metalac Gornji Milanovac,,1554.0539893644177
SV Ried II,,1640.6079081755552
Turkgucu Munchen,,1544.0241455886785
FC Pipinsried,,1639.6490946982872
Ulsan Hyundai,,1512.9953370059334
SSV Ulm 1846,,1600.2536976337972
Bayern Monachium,,1650.272235422678
Suwon FC,,1547.647109179364
KAS Eupen,,1574.320047920161
Cercle Brugge,1342.93530273,1682.0884005746202
SV Atlas Delmenhorst,,1513.9194460110036
Akritas Chlorakas,,1594.3093420067414
Berliner AK 07,,1507.0524334853717
FC Viktoria 1889 Berlin,,1592.172082889182
Huracan Futbol Club,,1668.5801720465995
Juventud de Las Piedras,,1558.0029925445165
FC Ingolstadt 04 II,,1548.7384680928594
1.FC Schweinfurt 05,,1683.4452753906971
SpVgg Greuther Furth II,,1504.4847879992903
SV Spittal/Drau,,1625.9102049611743
SK Austria Klagenfurt II,,1672.482792839809
VSG Altglienicke,,1555.348792504232
SC Weiche Flensburg 08,,1548.6687741227472
Sporting Hortaleza,,1645.7408293657602
SV Wallern,,1568.4887377875373
SPG Silz/Motz,,1596.9838712020057
Iskenderunspor,,1640.2417457249182
Germania Halberstadt,,1608.0242417589538
1.FC Slovacko,,1598.6860405034424
AKA Tirol U18,,1560.4094453694124
Kalev Tallinn,,1586.2777442390125
MOL Vidi FC,,1514.1580654108216
SVG Reichenau,,1595.3668226679508
1.FC Saarbrucken,,1599.3402156456843
ASKO Donau Linz,,1516.9792621246186
FC Blau-Weiss Linz II,,1698.79034649117
Union Dietach,,1543.4336103251694
Melbourne Victory,,1683.0671801717772
SV Horn II,,1559.3342541218806
SC Ortmann,,1618.6420081135989
NK Mladost Zdralovi,,1636.6704272755712
NK Brezice 1919,,1698.948398321491
Pieta Hotspurs FC,,1689.4839339535326
NK Jarun,,1640.6954038553042
1. FC Leibnitz,,1526.44819785492
NK Celik Zenica,,1509.4978561417684
SPAL Primavera,,1572.4723239872617
ASK Koflach,,1559.7926058565686
HNK Vukovar 1991,,1501.243681252148
SV Rohrbach an der Lafnitz,,1543.590211894472
SC Zwettl,,1632.8844042800126
DNS Zavrc,,1502.6970410609204
FSV Wacker Nordhausen,,1546.6530895144183
NK Drava Ptuj,,1664.1332137516433
Turgutluspor,,1505.3423039110928
AS Nancy-Lorraine,,1666.0281856086867
SV Wurmla,,1541.900153635718
SV 07 Elversberg,,1510.0867470668106
ASK Voitsberg,,1512.88442937386
TuS Bad Gleichenberg,,1698.6336465952625
SC Pinkafeld,,1529.4306186787376
VfB Hohenems,,1613.562847365597
SV Wienerberg,,1619.8806302893965
Sportfreunde Lotte,,1529.1039097781659
FC Langenthal,,1670.220716529997
Kickers Emden,,1684.6306593867464
Heeslinger SC,,1574.2523751474835
SV Muttenz,,1528.1021511788417
SC Austria Lustenau II,,1691.0897393242908
Clermont Foot 63 B,,1632.1106553980662
FC St. Gallen 1879 U21,,1675.1367955943833
CS Maruinense,,1520.3533752038331
BSC Young Boys U21,,1502.7079081805246
RFC Luttich,,1551.4007989267243
RWD Molenbeek,,1547.5337415676433
SC Bruck/Mur,,1600.4129682687474
Connecticut Huskies (University of Connecticut),,1647.252804865717
FK Zlatibor Cajetina,,1568.1124560869555
NK Jedinstvo Bihac,,1533.2227499839967
FK Sarajevo Akademie U19,,1613.791630380156
SAK Klagenfurt,,1558.0552499342687
FC Qizilqum,,1673.2362563825159
Arbroath FC,,1514.4749645999318
FK Buducnost Banovici,,1660.2437042742963
SK Bischofshofen,,1614.6632879866647
SC Union Ardagger,,1508.735308514998
SCU Kilb,,1591.3840535674083
FC Zbrojovka Brno,,1589.899475665718
SV Stockerau,,1688.1544251159696
ASK Kottingbrunn,,1601.315627693828
FC Energie Cottbus II,,1518.7141760511354
FC Mauerwerk,,1632.9291416775488
Union Mondsee,,1669.4293127893075
SV Dinamo Helfort 15,,1547.661710509392
1.FC Heidenheim 1846,,1557.7466757400148
USV Scheiblingkirchen-Warth,,1596.403989881167
Nakhonratchasima Mazda FC,,1508.5538403166652
Hibernians FC,,1599.5350850519976
Naxxar Lions FC,,1589.192931456224
Dyskwalifikacja,,1611.2131809347661
FC Lankowitz,,1611.1453803238664
SV Feldbach,,1682.524081040296
SC Bruhl SG,,1652.2157312918935
FC Weinland Gamlitz,,1680.029268809519
SC Weiz,,1559.9348591632227
FK Kauno Zalgiris,,1534.9899961307087
SC Kalsdorf,,1645.872476941332
ASK St. Valentin,,1663.0821907097898
SK Vorwarts Steyr II,,1650.0302609549767
ZFC Meuselwitz,,1698.8490383239177
Union Edelweiss Linz,,1644.5437434684097
SV Grun-Weiss Micheldorf,,1691.6978119970668
SV Gaflenz,,1660.5823634974713
UFC St. Peter/Au,,1541.0300961356124
FC Memmingen,,1618.7315944602685
SC Hatlerdorf,,1517.3168789111446
TSV Kottern-St. Mang,,1588.6632968480096
NK Sloga Ljubuski,,1525.7119910785404
USV Eschen/Mauren,,1548.8126312704017
TSV Havelse,,1518.1591723744
VfR Garching,,1561.4938937793434
FC Rapperswil-Jona,,1502.899764954571
FC Balzers,,1572.7501211095107
FC Gossau,,1591.2417438654693
FC Chiasso,,1506.3341517469212
FC Lauterach,,1524.454966959366
FK Varnsdorf,,1687.3564257471562
MFK Vyskov,,1528.213514670068
FC Hradec Kralove,,1599.6029712849138
FK Pardubice,,1668.2561994996627
SK Slavia Praga U19,,1621.0332799081336
SK Sigma Olomouc U19,,1625.3700471168102
Ordabasy Szymkent,,1523.9843891480855
West Ham United,,2189.45
Benfika Lizbona,,1676.7248940872275
SK Slavia Praga B,,1510.795597453439
FC Vysocina Iglawa,,1589.3075235512902
Wuhan Three Towns,,1656.9290531154331
MFK Karvina U19,,1565.7245877850594
FK Viagem Pribram,,1561.5702235924682
Stoke City,,1613.5067441045817
Lokomotiw Moskwa,,1648.0978115459438
East Riffa Club,,1625.6166619601759
AC Sparta Prag U19,,1538.9611542061134
FC Tescoma Zlin,,1626.8345749429195
FC Saburtalo,,1629.6293136063741
Lillestrom SK,,1560.4616360410987
FK Mlada Boleslav B,,1538.9844131121893
Henan Jianye,,1694.8441333573753
Rosenborg BK,,1606.8297633795569
IFK Norrkoping,,1631.7033622047122
UD Ibiza,,1604.665775600712
SS Arezzo,,1685.9816465319814
FC Trinity Zlin,,1502.571043974241
Aston Villa,1740.88769531,2291.13
Lazio Rzym,,1573.117655101906
MFK Chrudim,,1638.2161542553627
FC Viktoria Pilsen U19,,1673.1814550912263
Bohemians 1905,,1541.0818166056772
SCU Wallsee,,1598.6357251590825
Al-Wehda FC,,1657.1988510415201
Qingdao West Coast,,1578.2556133824162
FK Usti nad Labem,,1578.785290080141
FC Viktoria Plzen B,,1556.040453905893
FK Trinec,,1517.1889839621306
FC Slovan Liberec B,,1573.7315846672147
FC Groningen,,1665.4179660609927
MFK Frydek-Mistek,,1633.0094843317488
PSV Eindhoven U19,,1570.4922970703815
TJ Sokol Lom ,,1538.3422005174136
MFK Dukla Banska Bystrica,,1675.1065171061957
Atletico Nacional,,1590.6011477536895
Deportivo Cali,,1669.5645262298103
FK Pribram,,1530.6150927972383
1. FC Brno,,1623.8877519687235
FK Humenne,,1598.2824547067385
FK Raca Bratislava,,1627.7084976715375
FC Deutschkreutz,,1538.722315419947
Hibernian FC,,1613.899496034303
Alania Vladikavkaz,,1503.4251432612775
Okzhetpes Kokshetau,,1699.6877194997144
FK Krasnodar 2,,1619.524099543141
FC Zbrojovka Brunn U19,,1562.8290005268427
FK Dukla Prague B,,1516.934553292226
1.SK Prostejov,,1585.391113138036
Liepajas Metalurgs,,1626.9267553498628
FK Mlada Boleslav U19,,1607.0582793266487
FK Prepere,,1506.930280740364
FC Banik Ostrava B,,1571.4678527629962
MFK Vitkovice,,1640.4501059852128
FC Hlucin,,1655.1548803923033
SC Eendracht Aalst,,1681.0601800588001
Paide Linnameeskond,1038.55700684,1696.0112778585244
FC Banik Ostrava U19,,1607.0295995874458
Viking FK,,1572.6621190115006
FC Zlin,,1660.7329558583901
Dynamo Malzenice,,1650.3944954068213
Budapest Honved II-MFA,,1593.9671151052437
SK Sokol Brozany,,1500.7873714980074
SK Roudnice nad Labem,,1569.492063480203
FC Portsmouth,,1526.4190710065402
FC Walsall,,1633.3069814021262
